0;681.6338300382114
1;659.6220550049695
2;652.4230135020807
3;820.6054774491577
4;844.2662203894276
5;837.2166273255962
6;657.1969319021289
7;842.3680405127463
8;768.7967263679457
9;678.931831537178
10;833.8927341176505
11;838.7849246922964
12;631.3622705199122
13;821.8673418960627
14;788.1549486809007
15;633.9547735735149
16;782.9520358195234
17;750.0954906571724
18;625.576211350034
19;820.7806827696918
20;792.9064066919854
21;873.7487337171943
22;732.7852674490764
23;874.6893674643136
24;804.9011038250219
25;639.6110864592375
26;772.8184275862925
27;835.2779840070954
28;738.0345727594596
29;750.4332575665603
30;690.8006271052974
31;821.0777879710527
32;764.0486018176396
33;724.0392255740852
34;677.202092400689
35;726.1289978324088
36;872.3935251296328
37;799.226215439417
38;753.6230717941735
39;826.5128138404949
40;800.0443180772786
41;751.2950764841805
42;698.4472071392524
43;690.2210164018483
44;805.4887347828546
45;760.8120808876312
46;707.467332118167
47;713.0121878106163
48;626.7035286774568
49;641.1335707649133
50;711.3355443185831
51;783.3535129020088
52;724.5812908183743
53;660.1739194202814
54;804.3688143183203
55;714.5686176280822
56;633.0425814736541
57;654.9369973589721
58;632.8681750017141
59;858.8673685247368
60;783.3151545571627
61;749.5500428165659
62;647.0282652141788
63;799.0681993045315
64;628.125795260505
65;802.0551533630555
66;762.4847250032236
67;689.5228514958957
68;838.575873128854
69;858.8853754011611
70;640.5620891381745
71;712.9026854564199
72;713.1749745175954
73;744.2803918228908
74;646.1263957145056
75;872.2496971066379
76;765.3830311727115
77;637.0316980458813
78;696.4836854625836
79;737.1416011762883
80;682.3480510662359
81;804.9137243442004
82;826.0352593134405
83;839.9318578947848
84;645.1725817472231
85;629.9142265602807
86;834.6183599523085
87;781.3820217502937
88;860.7898546386451
89;770.8879860610574
90;853.6981760330899
91;870.5904443792309
92;836.7062021176293
93;793.8070129339197
94;833.6678905700657
95;650.1246086854891
96;704.5951916331489
97;864.6410461060623
98;645.3816668598371
99;826.9044801190331
