0;288.68492109338814
1;353.24440467975603
2;237.81252098529072
3;331.0192128843107
4;314.29030909932834
5;269.53015844258374
6;253.35569904121095
7;344.3789521181444
8;328.370980742201
9;306.8473267874661
10;293.23937194672385
11;270.020824788513
12;328.4860143537205
13;244.9513445812675
14;261.2937230700965
15;325.4398364181955
16;275.5117249338835
17;249.34212478077524
18;374.001109710178
19;274.2291160650269
20;360.5490473200106
21;329.51154418296176
22;362.89033228961284
23;359.15295717688025
24;322.46203591430236
25;281.18318399713513
26;249.45410435273533
27;262.2794410634511
28;298.2967430583566
29;338.2679184995262
30;373.9856368623656
31;362.28785672588845
32;321.37117606584525
33;347.7178380145348
34;356.74845321776024
35;354.33992331299135
36;301.15541765789897
37;338.0577514503677
38;264.46314640081727
39;296.5551573952515
40;243.41915854932267
41;354.4739135201261
42;306.21318805466854
43;241.66578831520687
44;371.56523216238975
45;275.92891169723674
46;271.7056770658686
47;346.9440185738532
48;280.2318585962229
49;245.14776105473726
50;268.3329394710324
51;325.23898721640995
52;348.9003479277125
53;267.791630977286
54;314.6634853455978
55;227.13141438387532
56;347.85076525167324
57;325.2706093999419
58;304.4704714351368
59;317.57128313842844
60;239.40466511514785
61;246.96126227985076
62;319.89734208591454
63;258.45197413090517
64;304.987050936481
65;300.1178765116208
66;367.1783183964692
67;358.33235684062026
68;311.97417998222977
69;265.8091921484985
70;305.89777132792204
71;345.0033031301297
72;360.19425166255746
73;334.0465878811799
74;307.39739973936895
75;354.9158891047164
76;294.23166293070807
77;299.24123012651523
78;321.4069485400246
79;332.7395233965673
80;330.81594075566386
81;253.32415211893127
82;250.90024120331762
83;335.4698790661291
84;269.41393706098205
85;265.2198948942633
86;253.497470288749
87;251.58890104472545
88;269.4398056609517
89;302.1203618106919
90;331.6165221968463
91;374.98711539032695
92;225.51442046861183
93;349.0044646329307
94;319.3732131969468
95;258.56987743972246
96;288.3788357014539
97;274.01028360029784
98;251.5927591856157
99;359.04101342818234
